source	target
The earthquake occurred 600km below sea level in the Okhotsk Sea and recorded an 8.2 magnitude on the Richter Scale , with the Moscow shock measured as 1.0 on the scale .	subject<is>Other writers<and>relation<is>have been influenced by<and>object<is>the Nights<then>subject<is>Other writers<and>relation<is>include<and>object<is>John Barth<then>subject<is>Other writers<and>relation<is>include<and>object<is>Jorge Luis Borges<then>subject<is>Other writers<and>relation<is>include<and>object<is>Salman Rushdie<then>subject<is>Other writers<and>relation<is>include<and>object<is>Orhan Pamuk<then>subject<is>Other writers<and>relation<is>include<and>object<is>Goethe<then>subject<is>Other writers<and>relation<is>include<and>object<is>Walter Scott<then>subject<is>Other writers<and>relation<is>include<and>object<is>Thackeray<then>subject<is>Other writers<and>relation<is>include<and>object<is>Wilkie Collins<then>subject<is>Other writers<and>relation<is>include<and>object<is>Elizabeth Gaskell<then>subject<is>Other writers<and>relation<is>include<and>object<is>Nodier<then>subject<is>Other writers<and>relation<is>include<and>object<is>Flaubert<then>subject<is>Other writers<and>relation<is>include<and>object<is>Marcel Schwob<then>subject<is>Other writers<and>relation<is>include<and>object<is>Stendhal<then>subject<is>Other writers<and>relation<is>include<and>object<is>Dumas<then>subject<is>Other writers<and>relation<is>include<and>object<is>Gérard de Nerval<then>subject<is>Other writers<and>relation<is>include<and>object<is>Gobineau<then>subject<is>Other writers<and>relation<is>include<and>object<is>Pushkin<then>subject<is>Other writers<and>relation<is>include<and>object<is>Tolstoy<then>subject<is>Other writers<and>relation<is>include<and>object<is>Hofmannsthal<then>subject<is>Other writers<and>relation<is>include<and>object<is>Conan Doyle<then>subject<is>Other writers<and>relation<is>include<and>object<is>W. B. Yeats<then>subject<is>Other writers<and>relation<is>include<and>object<is>H. G. Wells<then>subject<is>Other writers<and>relation<is>include<and>object<is>Cavafy<then>subject<is>Other writers<and>relation<is>include<and>object<is>Calvino<then>subject<is>Other writers<and>relation<is>include<and>object<is>Georges Perec<then>subject<is>Other writers<and>relation<is>include<and>object<is>H. P. Lovecraft<then>subject<is>Other writers<and>relation<is>include<and>object<is>Marcel Proust<then>subject<is>Other writers<and>relation<is>include<and>object<is>A. S. Byatt<then>subject<is>Other writers<and>relation<is>include<and>object<is>Angela Carter
The WWF hopes to help save the saola from extinction by safeguarding its habitat from poachers .	subject<is>Ford<and>relation<is>once worked as an engineer for<and>object<is>the Edison Illuminating Company of Detroit<then>subject<is>Ford<and>relation<is>met<and>object<is>Edison<then>subject<is>Ford<and>relation<is>met<and>object<is>Edison at a convention of affiliated Edison illuminating companies<then>subject<is>Ford<and>relation<is>met<and>object<is>Edison at a convention of affiliated Edison illuminating companies in Brooklyn , NY<then>subject<is>Ford<and>relation<is>met<and>object<is>Edison at a convention of affiliated Edison illuminating companies in Brooklyn , NY in 1896
The extended recession will see millions of people lose their jobs , the European Commision said , with the level of people unemployed across the region expected to continue to rise .	subject<is>Helicopters<and>relation<is>rescued<and>object<is>the twelve crewmembers<then>subject<is>the twelve crewmembers<and>relation<is>were rescued by<and>object<is>Helicopters<then>subject<is>the only injury<and>relation<is>was<and>object<is>a broken nose
For example , in the Australian language Dyirbal , a married man must use a special set of words to refer to everyday items when speaking in the presence of his mother-in-law .	subject<is>Icings<and>relation<is>are usually a result of<and>object<is>the building or structure generating heat that melts the snow that is on it
The drafters of the Covenants initially intended only one instrument .	subject<is>terms<and>relation<is>indicate<and>object<is>siblings<then>subject<is>siblings<and>relation<is>share<and>object<is>biological or adoptive parent
He remarked , `` any young person who feels they 've been aggrieved -LSB- ... -RSB- should feel free to contact the Minster for Transport . ''	subject<is>The competition<and>relation<is>will be decided in<and>object<is>one game<then>subject<is>The competition<and>relation<is>will be decided in<and>object<is>head or tails<then>subject<is>it<and>relation<is>does n't matter what happened before<and>object<is>The competition
Bayesian networks are a very general tool that can be used for a large number of problems : reasoning -LRB- using the Bayesian inference algorithm -RRB- , learning -LRB- using the expectation-maximization algorithm -RRB- , planning -LRB- using decision networks -RRB- and perception -LRB- using dynamic Bayesian networks -RRB- .	subject<is>The ship<and>relation<is>has<and>object<is>a crew of 80<then>subject<is>The ship<and>relation<is>had previously completed<and>object<is>a port call at Subic Bay earlier in the week
The originality of Ibn Khaldun was to claim that the cultural difference of another age must govern the evaluation of relevant historical material , to distinguish the principles according to which it might be possible to attempt the evaluation , and lastly , to feel the need for experience , in addition to rational principles , in order to assess a culture of the past .	subject<is>Garzón<and>relation<is>apologized for<and>object<is>President Juan Manuel Santos not being there<then>subject<is>public<and>relation<is>exploded in<and>object<is>whistles of disapproval
Cavaliers , soldiers , churchmen , and the poet Francisco de Quevedo -LRB- now at Apsley House -RRB- , sat for Velázquez .	subject<is>Genetically modified organisms<and>relation<is>are<and>object<is>organisms whose genetic material has been altered by genetic engineering techniques generally known as recombinant DNA technology
Frances Hicks , Coleman 's sister , said , `` She was loved .	subject<is>All<and>relation<is>were<and>object<is>Jordanian citizens<then>subject<is>All<and>relation<is>had exhausted<and>object<is>all appeals<then>subject<is>All<and>relation<is>according to<and>object<is>the ministry
All sorts of interaction with North Korea gets hyped as ' a new beginning ' or a ` historic opening , ' only to come to naught .	subject<is>Hitler<and>relation<is>resolved that<and>object<is>the Jews of Europe were to be exterminated immediately<then>subject<is>the failed offensive against Moscow in December 1941<and>relation<is>happened around the time of<and>object<is>Somewhere<then>subject<is>the Jews of Europe<and>relation<is>were to be exterminated<and>object<is>immediately
Media reported the Mississippi doctor has been working out of his Toyota Camry for about two years , making house calls to see patients .	subject<is>It<and>relation<is>formally deified<and>object<is>Caesar as Divus Iulius in 42 BC<then>subject<is>Caesar Octavian<and>relation<is>henceforth became<and>object<is>Divi filius -LRB- `` Son of a god '' -RRB-
This allows a minimum break of five days before the Boxing Day Test at the Melbourne Cricket Ground .	subject<is>Adrien-Marie Legendre<and>relation<is>developed<and>object<is>the method of least squares<then>subject<is>Adrien-Marie Legendre<and>relation<is>introduced<and>object<is>it<then>subject<is>Adrien-Marie Legendre<and>relation<is>in<and>object<is>his Nouvelles méthodes pour la détermination des orbites des comètes<then>subject<is>his Nouvelles méthodes pour la détermination des orbites des comètes<and>relation<is>is<and>object<is>New Methods for Determining the Orbits of Comets
The European Convention on Human Rights has since 1950 defined and guaranteed human rights and fundamental freedoms in Europe .	subject<is>he<and>relation<is>had<and>object<is>a strong belief in the ability of architecture in to create a sacred and spiritual environment
Other misconceptions are that any act of anal intercourse between two uninfected gay men can lead to HIV infection , and that open discussion of HIV and homosexuality in schools will lead to increased rates of AIDS .	subject<is>he<and>relation<is>described<and>object<is>it this way<then>subject<is>Arab architecture<and>relation<is>gives<and>object<is>us a precious lesson<then>subject<is>Arab architecture<and>relation<is>is best appreciated in<and>object<is>walking, on foot
Canada took a one point lead into the second half , when the scores were 33 -- 32 because of a last minute foul that sent Canada to the free throw line where they capitalized by making one of their shots .	subject<is>The Municipality of Lagos<and>relation<is>covered<and>object<is>Lagos Island, Ikoyi and Victoria Island<then>subject<is>The Municipality of Lagos<and>relation<is>was managed by<and>object<is>the Lagos City Council (LCC)<then>subject<is>The Municipality of Lagos<and>relation<is>was disbanded in<and>object<is>1976<then>subject<is>The Municipality of Lagos<and>relation<is>was divided into<and>object<is>several Local Government Areas<then>subject<is>Local Government Areas<and>relation<is>include<and>object<is>Lagos Island LGA, Lagos Mainland LGA and Eti-Osa LGA
`` Players will look to prepare themselves with the dedication and commitment that is a trademark of our Australian Test cricketers .	subject<is>I<and>relation<is>going to be<and>object<is>the first one she calls<then>subject<is>the first one she calls<and>relation<is>matter of fact<and>object<is>
The larger the crystal , the more difficult it is to achieve the necessary perfection .	subject<is>Economic systems<and>relation<is>is<and>object<is>the branch of economics<then>subject<is>the branch of economics<and>relation<is>studies<and>object<is>the methods and institutions<then>subject<is>the methods and institutions<and>relation<is>determine<and>object<is>the ownership, direction, and allocation of economic resources
A 2015 Cochrane review found low-quality evidence that antiretroviral treatment helps people with HIV/AIDS work more , and increases the chance that a person with HIV/AIDS will be employed .	subject<is>Millionaires<and>relation<is>are days away from getting<and>object<is>a # 40,000 tax cut from the Tories<then>subject<is>George Osborne<and>relation<is>is using<and>object<is>the budget to attack hard-working public sector workers
